CLANAE10 ID,CLANAE10 label,CIIU4 ID
47543,Venta al por menor de artículos de iluminación ,4759
47544,Venta al por menor de artículos de bazar y menaje,4759
47549,Venta al por menor de artículos para el hogar n.c.p.,4759
476,Venta al por menor de bienes culturales y recreativos en comercios especializados,
4761,"Venta al por menor de libros, revistas, diarios, papel, cartón, materiales de embalaje y artículos de librería",
47611,Venta al por menor de libros,4761
47612,Venta al por menor de diarios y revistas,4761
47613,"Venta al por menor de papel, cartón, materiales de embalaje y artículos de librería ",4761
4762,Venta al por menor de CD y DVD de audio y video grabados,
47620,Venta al por menor de CD y DVD de audio y video grabados (incluye: CD y DVD vírgenes),4762
4763,Venta al por menor de equipos y artículos deportivos y de esparcimiento,
47631,"Venta al por menor de equipos y artículos deportivos (incluye: venta de bicicletas, embarcaciones deportivas)",4763
47632,"Venta al por menor de armas, artículos para la caza y pesca",4773
4764,Venta al por menor de juguetes; artículos de cotillón y juegos de mesa,
47640,Venta al por menor de juguetes; artículos de cotillón y juegos de mesa,4764
477,Venta al por menor de productos n.c.p. en comercios especializados,
4771,"Venta al por menor de prendas y accesorios de vestir excepto calzado, artículos de marroquinería, paraguas y similares",
47711,"Venta al por menor de ropa interior, medias, prendas para dormir y para la playa",4771
47712,Venta al por menor de uniformes escolares y guardapolvos,4771
47713,Venta al por menor de indumentaria para bebés y niños,4771
47714,Venta al por menor de indumentaria deportiva,4771
47715,Venta al por menor de prendas de cuero,4771
47719,Venta al por menor de prendas y accesorios de vestir n.c.p.,4771
4772,"Venta al por menor de calzado, excepto el ortopédico, artículos de marroquinería, paraguas y similares",
47721,Venta al por menor de artículos de talabartería y artículos regionales,4771
47722,"Venta al por menor de calzado, excepto el ortopédico y el deportivo",4771
47723,Venta al por menor de calzado deportivo,4771
47729,"Venta al por menor de artículos de marroquinería, paraguas y similares n.c.p.",4771
4773,"Venta al por menor de productos farmacéuticos, cosméticos, de perfumería, instrumental médico y odontológico, y artículos ortopédicos",
47731,Venta al por menor de productos farmacéuticos y de herboristería,4772
47732,"Venta al por menor de productos cosméticos, de tocador y de perfumería",4772
47733,Venta al por menor de instrumental médico y odontológico y artículos ortopédicos,4772
4774,Venta al por menor de productos n.c.p. en comercios especializados,
47741,Venta al por menor de artículos de óptica y fotografía,4773
47742,Venta al por menor de artículos de relojería y joyería ,4773
47743,Venta al por menor de bijouterie y fantasía,4773
47744,"Venta al por menor de flores, plantas, semillas, abonos, fertilizantes y otros productos de vivero",4773
47745,Venta al por menor de materiales y productos de limpieza,4773
47746,"Venta al por menor de fueloil, gas en garrafas, carbón y leña",4773
47747,"Venta al por menor de productos veterinarios, animales domésticos y alimento balanceado para mascotas",4773
47748,Venta al por menor de obras de arte,4773
47749,Venta al por menor de artículos nuevos n.c.p.,4773
4778,"Venta al por menor de artículos usados, excepto vehículos automotores y motocicletas",
47781,Venta al por menor de muebles usados,4774
47782,"Venta al por menor de libros, revistas y similares usados",4774
47783,Venta al por menor de antigüedades,4774
47784,"Venta al por menor de oro, monedas, sellos y similares",4774
47789,"Venta al por menor de artículos usados n.c.p., excepto vehículos automotores y motocicletas ",4774
478,Venta al por menor en puestos móviles y mercados,
4780,Venta al por menor en puestos móviles y mercados,
47801,"Venta al por menor de alimentos, bebidas y tabaco en puestos móviles y mercados",4781
47809,"Venta al por menor de productos n.c.p., en puestos móviles y mercados",4782
47809,"Venta al por menor de productos n.c.p., en puestos móviles y mercados",4789
479,"Venta al por menor no realizada en comercios, puestos o mercados",
4791,"Venta al por menor  por correo, televisión, internet y otros medios de comunicación",
47910,"Venta al por menor por correo, televisión, internet y otros medios de comunicación",4791
4799,Venta al por menor no realizada en establecimientos n.c.p.,
47990,Venta al por menor no realizada en establecimientos n.c.p.,4799
H,SERVICIO DE TRANSPORTE Y ALMACENAMIENTO ,
49,SERVICIO DE TRANSPORTE TERRESTRE,
491,Servicio de transporte ferroviario,
4911,Servicio de transporte ferroviario de pasajeros,
49111,Servicio de transporte ferroviario urbano y suburbano de pasajeros,4921
49112,Servicio de transporte ferroviario interurbano de pasajeros,4911
4912,Servicio de transporte ferroviario de cargas,
49120,Servicio de transporte ferroviario de cargas,4912
492,Servicio de transporte automotor,
4921,Servicio de transporte automotor de pasajeros,
49211,Servicio de transporte automotor urbano y suburbano regular de pasajeros ,4921
49212,Servicio de transporte automotor de pasajeros mediante taxis y remises; alquiler de autos con chofer (incluye: radiotaxis),4921
49213,Servicio de transporte escolar,4921
49214,"Servicio de transporte automotor urbano y suburbano no regular de pasajeros de oferta libre; excepto mediante taxis y remises, alquiler de autos con chofer y transporte escolar",4921
49215,Servicio de transporte automotor interurbano regular de pasajeros; excepto el transporte internacional,4922
49216,Servicio de transporte automotor interurbano no regular de pasajeros,4922
49217,Servicio de transporte automotor internacional de pasajeros,4922
49218,Servicio de transporte automotor turístico de pasajeros,4922
49219,Servicio de transporte automotor de pasajeros n.c.p.,4922
4922,Servicio de transporte automotor de cargas,
49221,Servicio de mudanza,4923
49222,Servicio de transporte automotor de mercaderías a granel,4923
49223,Servicio de transporte automotor de animales,4923
49224,Servicio de transporte por camión cisterna,4923
49225,Servicio de transporte automotor de mercaderías y sustancias peligrosas,4923
49228,Servicio de transporte automotor urbano de cargas n.c.p.,4923
49229,Servicio de transporte automotor de cargas n.c.p.,4923
493,Servicio de transporte por tuberías,
4931,Servicio de transporte por oleoductos y poliductos,
49311,Servicio de transporte por oleoductos,4930
49312,Servicio de transporte por poliductos y fueloductos,4930
4932,Servicio de transporte por gasoductos,
49320,Servicio de transporte por gasoductos,4930
50,SERVICIO DE TRANSPORTE POR VÍA ACUÁTICA,
501,Servicio de transporte marítimo,
5011,Servicio de transporte marítimo de pasajeros,
50110,Servicio de transporte marítimo de pasajeros,5011
5012,Servicio de transporte marítimo de carga,
50120,Servicio de transporte marítimo de carga,5012
502,Servicio de transporte fluvial y lacustre,
5021,Servicio de transporte fluvial y lacustre de pasajeros,
50210,Servicio de transporte fluvial y lacustre de pasajeros,5021
5022,Servicio de transporte fluvial y lacustre de cargas,
50220,Servicio de transporte fluvial y lacustre de cargas,5022
51,SERVICIO DE TRANSPORTE AÉREO,
511,Servicio de transporte aéreo de pasajeros,
5110,Servicio de transporte aéreo de pasajeros,
51100,Servicio de transporte aéreo de pasajeros,5110
512,Servicio de transporte aéreo de cargas,
5120,Servicio de transporte aéreo de cargas,
51200,Servicio de transporte aéreo de cargas,5120
52,SERVICIOS DE MANIPULACIÓN Y DE ALMACENAMIENTO; SERVICIOS DE APOYO AL TRANSPORTE,
521,Servicios de manipulación de cargas,
5210,Servicios de manipulación de cargas en el ámbito terrestre,
52101,Servicios de manipulación de cargas en el ámbito terrestre,5224
52102,Servicios de manipulación de cargas en el ámbito portuario,5224
52103,Servicios de manipulación de cargas en el ámbito aéreo,5224
522,Servicios de almacenamiento y depósito,
5220,Servicios de almacenamiento y depósito,
52201,Servicios de almacenamiento y depósito en silos,5210
52202,Servicios de almacenamiento y depósito en cámaras frigoríficas,5210
52209,Servicios de almacenamiento y depósito n.c.p.,5210
523,Servicios de gestión y logística para el transporte de mercaderías,
52301,Servicios de gestión aduanera para el transporte de mercaderías,5229
52302,Servicios de agencias marítimas para el transporte de mercaderías,5229
52303,Servicios de operadores logísticos,5229
52309,Servicios de gestión y logística para el transporte de mercaderías n.c.p.,5229
524,Servicios complementarios para el transporte,
5241,Servicios complementarios para el transporte terrestre,
52411,"Servicios de explotación de infraestructura, peajes y otros derechos",5221
52412,Servicios de playas de estacionamiento y garajes,5221
52413,Servicios de estaciones terminales de ómnibus y ferroviarias,5221
52419,Servicios complementarios para el transporte terrestre n.c.p.,5221
5242,Servicios complementarios para el transporte por vía acuática,
52421,Servicios de explotación de infraestructura; derechos de puerto,5222
52422,Servicios de guarderías náuticas,5222
52423,Servicios para la navegación,5222
52429,Servicios complementarios para el transporte por vía acuática n.c.p.,5222
5243,Servicios complementarios para el transporte aéreo,
52431,"Servicios de explotación de infraestructura, derechos de aeropuertos",5223
52432,Servicios de hangares y estacionamiento de aeronaves,5223
52433,Servicios para la aeronavegación,5223
52439,Servicios complementarios para el transporte aéreo n.c.p.,5223
53,SERVICIO DE CORREOS Y MENSAJERÍAS,
530,Servicios de correos y mensajerías,
5300,Servicios de correos y mensajerías,
53001,Servicio de correo postal,5310
53009,Servicio de mensajerías,5320
I,SERVICIOS DE ALOJAMIENTO Y SERVICIOS DE COMIDA,
55,SERVICIOS DE ALOJAMIENTO,
551,"Servicios de alojamiento, excepto en camping",
5510,"Servicios de alojamiento, excepto en camping",
55101,Servicios de alojamiento por hora (incluye: albergues transitorios),5510
55102,"Servicios de alojamiento en hoteles, pensiones y similares, excepto por  hora (incluye: hoteles, apart hotel, cabañas, hostels, pensiones)",5510
55109,"Servicios de alojamiento temporal n.c.p. (incluye: residencias para estudiantes, coches camas, albergues para trabajadores)",5590
552,Servicios de alojamiento en campings,
5520,Servicios de alojamiento en campings,
55200,Servicios de alojamiento en campings,5520
56,SERVICIOS DE COMIDAS Y BEBIDAS,
561,Servicios de expendio de comidas y bebidas,
5610,Servicios de expendio de comidas y bebidas,
56101,"Servicios de expendio de comidas y bebidas en restaurantes, bares y otros establecimientos con servicio de mesa y/o en mostrador",5610
56101,"Servicios de expendio de comidas y bebidas en restaurantes, bares y otros establecimientos con servicio de mesa y/o en mostrador",5630
56102,"Servicios de preparación de comidas para llevar (incluye: rotiserías, casas de empanadas, pizzerías sin consumo en el local)",5610
56103,Servicio de expendio de helados,5610
56104,Servicios de preparación de comidas realizada por/para vendedores ambulantes,5610
562,Servicios de preparación de comidas para empresas y servicios de comida n.c.p.,
5620,Servicios de preparación de comidas para empresas y servicios de comida n.c.p.,
56201,Servicios de preparación de comidas para empresas y eventos,5621
56209,Servicios de comidas n.c.p.,5629
J,INFORMACIÓN Y COMUNICACIONES,
58,SERVICIOS DE EDICIÓN,
581,Edición,
5811,"Edición de libros, folletos y otras publicaciones",
58110,"Edición de libros, folletos y otras publicaciones",5811
5812,Edición de directorios y listas de correos,
58120,Edición de directorios y listas de correos,5812
5813,"Edición de periódicos, revistas y publicaciones periódicas",
58130,"Edición de periódicos, revistas y publicaciones periódicas",5813
5819,Edición n.c.p.,
58190,Edición n.c.p.,5819
59,SERVICIOS DE CINEMATOGRAFÍA,
591,Servicios de cinematografía,
5911,Producción y posproducción de filmes y videocintas,
59111,Producción filmes y videocintas,5911
59112,Posproducción de filmes y videocintas,5912
5912,Distribución de filmes y videocintas,
59120,Distribución de filmes y videocintas,5913
5913,Exhibición de filmes y videocintas,
59130,Exhibición de filmes y videocintas,5914
592,Servicios de grabación de sonido y edición de música,
5920,Servicios de grabación de sonido y edición de música,
59200,Servicios de grabación de sonido y edición de música,5920
60,SERVICIOS DE RADIO Y TELEVISIÓN,
601,Emisión y retransmisión de radio,
6010,Emisión y retransmisión de radio,
60100,Emisión y retransmisión de radio,6010
602,Servicios de televisión,
6021,Servicios de difusión de televisión,
60210,Emisión y retransmisión de televisión abierta,6020
6022,Operadores de televisión por suscripción,
60220,Operadores de televisión por suscripción,6110
60220,Operadores de televisión por suscripción,6120
60220,Operadores de televisión por suscripción,6130
6023,Producción y emisión de contenidos televisivos,
60231,Emisión de señales de televisión por suscripción,6020
60232,Producción de programas de televisión,5911
60232,Producción de programas de televisión,5912
6029,Servicios de televisión n.c.p.,
60290,Servicios de televisión n.c.p.,6020
61,SERVICIOS DE TELECOMUNICACIONES,
611,Servicios de telefonía fija,
6110,Servicios de telefonía fija,
61101,Servicios de locutorios,6110
61109,"Servicios de telefonía fija, excepto locutorios",6110
612,Servicios de telefonía móvil,
6120,Servicios de telefonía móvil,
61200,Servicios de telefonía móvil,6120
613,"Servicios de telecomunicaciones vía satélite, excepto transmisión de televisión",
6130,"Servicios de telecomunicaciones vía satélite, excepto transmisión de televisión",
61300,"Servicios de telecomunicaciones vía satélite, excepto transmisión de televisión",6130
614,Servicios de telecomunicaciones vía internet,
6140,Servicios de telecomunicaciones vía internet,
61401,Servicios de proveedores de acceso a internet,6110
61401,Servicios de proveedores de acceso a internet,6120
61401,Servicios de proveedores de acceso a internet,6130
61409,Servicios de telecomunicación vía internet n.c.p.,6110
61409,Servicios de telecomunicación vía internet n.c.p.,6120
61409,Servicios de telecomunicación vía internet n.c.p.,6130
619,Servicios de telecomunicaciones n.c.p.,
6190,Servicios de telecomunicaciones n.c.p.,
61900,Servicios de telecomunicaciones n.c.p.,6190
62,SERVICIOS DE PROGRAMACIÓN Y CONSULTORÍA INFORMÁTICA Y ACTIVIDADES CONEXAS,
620,Servicios de programación y consultoría informática y actividades conexas,
6201,Servicios de consultores en informática y suministros de programas de informática,
62010,Servicios de consultores en informática y suministros de programas de informática,5820
62010,Servicios de consultores en informática y suministros de programas de informática,6201
6202,Servicios de consultores en equipo de informática,
62020,Servicios de consultores en equipo de informática,6202
6203,Servicios de consultores en tecnología de la información,
62030,Servicios de consultores en tecnología de la información,6202
6209,Servicios de informática n.c.p.,
62090,Servicios de informática n.c.p.,6209
63,ACTIVIDADES DE PRESTACIÓN DE SERVICIOS DE INFORMACIÓN,
631,"Procesamiento de datos, hospedaje y actividades conexas; portales web",
6311,"Procesamiento de datos, hospedaje y actividades conexas",
63111,Procesamiento de datos,6311
63112,Hospedaje de datos,6311
63119,Actividades conexas n.c.p.,6311
6312,Portales web,
63120,Portales web,6312
639,Servicios de agencias de noticias y servicios de información n.c.p.,
6391,Agencias de noticias,
63910,Agencias de noticias,6391
63910,Agencias de noticias,7420
63910,Agencias de noticias,9000
6399,Servicios de información n.c.p.,
63990,Servicios de información n.c.p.,6399
K,INTERMEDIACIÓN FINANCIERA Y SERVICIOS DE SEGUROS,
64,INTERMEDIACIÓN FINANCIERA Y OTROS SERVICIOS FINANCIEROS,
641,Intermediación monetaria,
6411,Servicios de la banca central,
64110,Servicios de la banca central,6411
6419,Otros tipos de intermediación monetaria,
64191,Servicios de la banca mayorista,6419
64192,Servicios de la banca de inversión,6419
64193,Servicios de la banca minorista,6419
64194,Servicios de las entidades financieras no bancarias,6419
642,Servicios de sociedades de carteras,
6420,Servicios de sociedades de cartera,
64200,Servicios de sociedades de cartera,6420
643,Fondos y sociedades de inversión y entidades financieras similares,
6430,Fondos y sociedades de inversión y entidades financieras similares,
64300,Fondos y sociedades de inversión y entidades financieras similares,6430
649,"Servicios financieros, excepto los de la banca central y las entidades financieras",
6491,Arrendamiento financiero,
64910,Arrendamiento financiero,6491
6492,Servicios de crédito n.c.p.,
64921,Actividades de crédito para financiar otras actividades económicas ,6492
64922,Servicios de entidades de tarjeta de compra y/o crédito,6492
64929,Servicios de crédito n.c.p.,6492
6499,Servicios financieros n.c.p.,
64991,"Servicios de agentes de mercado abierto ""puros""",6499
64999,Servicios de financiación y actividades financieras n.c.p. (incluye: mutuales financieras),6499
65,SERVICIOS DE SEGUROS,
651,Servicios de seguros,
6511,Servicios de seguros personales,
65111,Servicios de seguros de salud (incluye: medicina prepaga y mutuales de salud),6512
65112,Servicios de seguros de vida,6511
65113,"Servicios de seguros personales, excepto los de salud y de vida",6512
6512,Servicios de seguros patrimoniales,
65121,Servicios de aseguradoras de riesgos del trabajo (ART),6512
65122,"Servicios de seguros patrimoniales, excepto las aseguradoras del trabajo (ART)",6512
6513,"Servicios de seguros sociales, excepto los de seguridad social obligatoria",
65131,Obras sociales,6530
65132,Servicios de cajas de previsión social pertenecientes a asociaciones profesionales,6530
652,Reaseguros,
6520,Reaseguros,
65200,Reaseguros,6520
653,"Administración de fondos de pensiones, excepto la seguridad social obligatoria",
6530,"Administración de fondos de pensiones, excepto la seguridad social obligatoria",
65300,"Administración de fondos de pensiones, excepto la seguridad social obligatoria",6530
66,SERVICIOS AUXILIARES A LA ACTIVIDAD FINANCIERA,
661,"Servicios auxiliares a la actividad financiera, excepto a los servicios de seguros",
6611,Servicios de administración de mercados financieros,
66111,Servicios de mercados y cajas de valores,6611
66112,Servicios de mercados a término,6611
66113,Servicios de bolsas de comercio,6611
6619,"Servicios auxiliares a la actividad financiera n.c.p., excepto a los servicios de seguros y de administración de fondos de jubilaciones y pensiones",
66191,Servicios bursátiles de mediación o por cuenta de terceros,6612
66192,Servicios de casas y agencias de cambio,6612
66193,Servicios de sociedades calificadoras de riesgos financieros,6619
66199,Servicios auxiliares a la intermediación financiera n.c.p.,6619
662,Servicios auxiliares a los servicios de seguros,
6620,Servicios auxiliares a los servicios de seguros ,
66201,Servicios de evaluación de riesgos y daños,6121
66202,Servicios de productores y asesores de seguros,6622
66209,Servicios auxiliares a los servicios de seguros n.c.p.,6629
663,Servicios de gestión de fondos a cambio de una retribución o por contrata,
6630,Servicios de gestión de fondos a cambio de una retribución o por contrata,
66300,Servicios de gestión de fondos a cambio de una retribución o por contrata,6630
L,SERVICIOS INMOBILIARIOS,
68,SERVICIOS INMOBILIARIOS ,
681,"Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados",
6810,"Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados",
68101,"Servicios de alquiler y explotación de inmuebles para fiestas, convenciones y otros eventos similares ",6810
68102,Servicios de alquiler de consultorios médicos,6810
68109,"Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados n.c.p.",6810
682,Servicios inmobiliarios realizados a cambio de un retribución o por contrata,
6820,Servicios inmobiliarios realizados a cambio de un retribución o por contrata,
68201,Servicios de administración de consorcios de edificios,6820
68209,Servicios inmobiliarios realizados a cambio de una retribución o por contrata n.c.p.,6820
M,"SERVICIOS PROFESIONALES, CIENTÍFICOS Y TÉCNICOS",
69,"SERVICIOS JURÍDICOS, DE CONTABILIDAD Y AUDITORÍA; ASESORAMIENTO EMPRESARIAL Y EN MATERIA DE GESTIÓN",
691,Servicios jurídicos ,
6910,Servicios jurídicos ,
69100,Servicios jurídicos ,6910
692,"Servicios de contabilidad, auditoría y asesoría fiscal",
6920,"Servicios de contabilidad, auditoría y asesoría fiscal",
69200,"Servicios de contabilidad, auditoría y asesoría fiscal",6920
70,OFICINAS CENTRALES Y SERVICIOS DE ASESORAMIENTO EMPRESARIAL,
701,Oficinas centrales,
7010,Oficinas centrales,
70100,Oficinas centrales,7010
702,"Servicios de asesoramiento, dirección y gestión empresarial",
7020,"Servicios de asesoramiento, dirección y gestión empresarial",
70201,Servicios de gerenciamiento de empresas e instituciones de salud; servicios de auditoría y medicina legal; servicio de asesoramiento farmacéutico,7020
70209,"Servicios de asesoramiento, dirección y gestión empresarial n.c.p.",7020
71,SERVICIOS DE ARQUITECTURA E INGENIERÍA Y SERVICIOS CONEXOS DE ASESORAMIENTO TÉCNICO,
711,Servicios de arquitectura e ingeniería y servicios técnicos n.c.p.,
7110,Servicios de arquitectura e ingeniería y servicios conexos de asesoramiento técnico,
71100,Servicios de arquitectura e ingeniería y servicios conexos de asesoramiento técnico,7110
712,Ensayos y análisis técnicos,
7120,Ensayos y análisis técnicos,
71200,Ensayos y análisis técnicos,7120
72,INVESTIGACIÓN Y DESARROLLO,
721,"Investigación y desarrollo experimental en el campo de la ingeniería, y de las ciencias exactas y naturales",
7210,"Investigación y desarrollo experimental en el campo de la ingeniería, y de las ciencias exactas y naturales",
72101,Investigación y desarrollo experimental en el campo de la ingeniería y la tecnología,7210
72102,Investigación y desarrollo experimental en el campo de las ciencias médicas,7210
72103,Investigación y desarrollo experimental en el campo de las ciencias agropecuarias,7210
72109,Investigación y desarrollo experimental en el campo de las  ciencias exactas y naturales n.c.p.,7210
722,Investigación y desarrollo experimental en el campo de las ciencias sociales y humanidades,
7220,Investigación y desarrollo experimental en el campo de las ciencias sociales y humanidades,
72201,Investigación y desarrollo experimental en el campo de las ciencias sociales,7220
72202,Investigación y desarrollo experimental en el campo de las ciencias humanas,7220
73,SERVICIOS DE PUBLICIDAD E INVESTIGACIÓN DE MERCADO,
731,Servicios de publicidad,
7310,Servicios de publicidad,
73100,Servicios de publicidad,7310
732,"Estudio de mercado, realización de encuestas de opinión pública",
7320,"Estudio de mercado, realización de encuestas de opinión pública",
73200,"Estudio de mercado, realización de encuestas de opinión pública",7320
74,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS N.C.P.",
741,Servicios de diseño especializado,
7410,Servicios de diseño especializado,
74100,Servicios de diseño especializado,7410
742,Servicios de fotografía ,
7420,Servicios de fotografía ,
74200,Servicios de fotografía ,7420
749,"Actividades profesionales, científicas y técnicas n.c.p.",
7490,"Actividades profesionales, científicas y técnicas n.c.p.",
74900,"Actividades profesionales, científicas y técnicas n.c.p.",7490
75,SERVICIOS VETERINARIOS,
750,Servicios veterinarios,
7500,Servicios veterinarios,
75000,Servicios veterinarios,7500
N,ACTIVIDADES ADMINISTRATIVAS Y SERVICIOS DE APOYO,
77,"ACTIVIDADES DE ALQUILER Y ARRENDAMIENTO, EXCEPTO LAS ACTIVIDADES INMOBILIARIAS",
771,Alquiler de vehículos automotores y equipo de transporte sin conductor ni operarios,
7711,Alquiler de vehículos automotores sin conductor,
77111,Alquiler de automóviles sin conductor,7710
77119,"Alquiler de vehículos automotores n.c.p. sin conductor ni operarios (incluye: camiones, remolques, etc.)",7710
7712,"Alquiler de equipo de transporte sin operarios, excepto vehículos automotores",
77121,"Alquiler de equipo de transporte para vía acuática, sin operarios ni tripulación ",7730
77122,"Alquiler de equipo de transporte para vía aérea, sin operarios ni tripulación",7730
77129,"Alquiler de equipo de transporte n.c.p. sin conductor ni operarios (incluye: equipo ferroviario, motocicletas)",7730
772,Alquiler de efectos personales y enseres domésticos,
7720,Alquiler de efectos personales y enseres domésticos,
77201,Alquiler de videos y videojuegos,7722
77209,Alquiler de efectos personales y enseres domésticos n.c.p.,7721
77209,Alquiler de efectos personales y enseres domésticos n.c.p.,7729
773,"Alquiler de maquinaria y equipo n.c.p., sin personal",
7730,"Alquiler de maquinaria y equipo n.c.p., sin personal",
77301,"Alquiler de maquinaria y equipo agropecuario y forestal, sin operarios",7730
77302,"Alquiler de maquinaria y equipo para la minería, sin operarios",7730
77303,"Alquiler de maquinaria y equipo de construcción e ingeniería civil, sin operarios",7730
77304,"Alquiler de maquinaria y equipo de oficina, incluso computadoras",7730
77309,"Alquiler de maquinaria y equipo n.c.p., sin personal",7730
774,Arrendamiento y gestión de bienes intangibles no financieros,
7740,Arrendamiento y gestión de bienes intangibles no financieros,
77400,Arrendamiento y gestión de bienes intangibles no financieros,7740
78,OBTENCIÓN Y DOTACIÓN DE PERSONAL,
780,Obtención y dotación de personal,
7800,Obtención y dotación de personal,
78000,Obtención y dotación de personal,78
79,SERVICIOS DE AGENCIAS DE VIAJE Y OTRAS ACTIVIDADES COMPLEMENTARIAS DE APOYO TURÍSTICO,
791,Servicios de agencias de viaje y otras actividades complementarias de apoyo turístico,
7911,Servicios minoristas de agencias de viajes,
79110,Servicios minoristas de agencias de viajes,7911
79110,Servicios minoristas de agencias de viajes,7912
7912,Servicios mayoristas de agencias de viajes,
79120,Servicios mayoristas de agencias de viajes,7911
79120,Servicios mayoristas de agencias de viajes,7912
7919,Servicios complementarios de apoyo turístico,
79190,Servicios complementarios de apoyo turístico,7990
80,SERVICIOS DE SEGURIDAD E INVESTIGACIÓN,
801,Servicios de seguridad e investigación,
8010,Servicios de seguridad e investigación,
80101,Servicios de transporte de caudales y objetos de valor,8010
80102,Servicios de sistemas de seguridad,8020
80109,Servicios de seguridad e investigación n.c.p.,8010
80109,Servicios de seguridad e investigación n.c.p.,8030
81,SERVICIOS DE LIMPIEZA Y MANTENIMIENTO DE EDIFICIOS Y ESPACIOS VERDES,
811,Servicio combinado de apoyo a edificios,
8110,Servicio combinado de apoyo a edificios,
81100,Servicio combinado de apoyo a edificios,8110
812,Servicios de limpieza de edificios,
8120,Servicios de limpieza de edificios,
81201,Servicios de limpieza general de edificios,8121
81202,Servicios de desinfección y exterminio de plagas en el ámbito urbano,8129
81209,Servicios de limpieza n.c.p.,8129
813,Servicios de jardinería y mantenimiento de espacios verdes,
8130,Servicios de jardinería y mantenimiento de espacios verdes,
81300,Servicios de jardinería y mantenimiento de espacios verdes,8130
82,SERVICIOS EMPRESARIALES N.C.P.,
821,Servicios de apoyo a la administración de oficinas y empresas,
8211,Servicios combinados de gestión administrativa de oficinas,
82110,Servicios combinados de gestión administrativa de oficinas,8211
8219,"Servicios de fotocopiado, preparación de documentos y otros servicios de apoyo de oficina",
82190,"Servicios de fotocopiado, preparación de documentos y otros servicios de apoyo de oficina",8219
822,Servicios de call center,
8220,Servicios de call center,
82200,Servicios de call center,8220
823,"Servicios de organización de convenciones y exposiciones comerciales, excepto culturales y deportivos",
8230,"Servicios de organización de convenciones y exposiciones comerciales, excepto culturales y deportivos",
82300,"Servicios de organización de convenciones y exposiciones comerciales, excepto culturales y deportivos",8230
829,Servicios empresariales n.c.p.,
8291,Servicios de agencias de cobro y calificación crediticia,
82910,Servicios de agencias de cobro y calificación crediticia,8291
8292,Servicios de envase y empaque ,
82920,Servicios de envase y empaque ,8292
8299,Servicios empresariales n.c.p.,
82990,Servicios empresariales n.c.p.,8299
O,"ADMINISTRACIÓN PÚBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA",
84,"ADMINISTRACIÓN PÚBLICA, DEFENSA Y SEGURIDAD SOCIAL OBLIGATORIA",
841,Servicios de la administración pública,
8411,Servicios generales de la administración pública,
84110,Servicios generales de la administración pública,8411
8412,"Servicios para la regulación de las actividades sanitarias, educativas, culturales, y restantes servicios sociales, excepto seguridad social obligatoria ",
84120,"Servicios para la regulación de las actividades sanitarias, educativas, culturales, y restantes servicios sociales, excepto seguridad social obligatoria ",8412
8413,Servicios para la regulación de la actividad económica,
84130,Servicios para la regulación de la actividad económica,8413
84130,Servicios para la regulación de la actividad económica,7990
8419,Servicios auxiliares para los servicios generales de la administración pública n.c.p.,
84190,Servicios auxiliares para los servicios generales de la administración pública,8411
84190,Servicios auxiliares para los servicios generales de la administración pública,6810
84190,Servicios auxiliares para los servicios generales de la administración pública,6820
84190,Servicios auxiliares para los servicios generales de la administración pública,9101
842,Prestación pública de servicios a la comunidad en general,
8421,Servicios de asuntos exteriores,
84210,Servicios de asuntos exteriores,8421
8422,Servicios de defensa,
84220,Servicios de defensa,8522
8423,Servicios para el orden público y la seguridad,
84230,Servicios para el orden público y la seguridad,8423
8424,Servicios de justicia,
84240,Servicios de justicia,8423
8425,Servicios de protección civil,
84250,Servicios de protección civil,8423
843,"Servicios de la seguridad social obligatoria, excepto obras sociales",
8430,"Servicios de la seguridad social obligatoria, excepto obras sociales",
84300,"Servicios de la seguridad social obligatoria, excepto obras sociales (incluye: PAMI, ANSES)",8430
P,ENSEÑANZA,
85,ENSEÑANZA,
851,Enseñanza inicial y primaria,
8510,Enseñanza inicial y primaria,
85101,Guarderías y jardines maternales,8510
85101,Guarderías y jardines maternales,8890
85102,"Enseñanza inicial, jardín de infantes y primaria",8510
852,Enseñanza secundaria,
8521,Enseñanza secundaria de formación general,
85210,Enseñanza secundaria de formación general,8521
8522,Enseñanza secundaria de formación técnica y profesional,
85220,Enseñanza secundaria de formación técnica y profesional,8522
853,Enseñanza superior y formación de posgrado,
8531,Enseñanza terciaria,
85310,Enseñanza terciaria,8530
8532,"Enseñanza universitaria, excepto formación de posgrado",
85320,"Enseñanza universitaria, excepto formación de posgrado",8530
8533,Formación de posgrado,
85330,Formación de posgrado,8530
854,Servicios de enseñanza n.c.p.,
8549,Servicios de enseñanza n.c.p.,
85491,Enseñanza de idiomas,8549
85492,Enseñanza de cursos relacionados con informática,8549
85493,"Enseñanza para adultos, excepto discapacitados",8510
85494,Enseñanza especial y para discapacitados ,8510
85494,Enseñanza especial y para discapacitados ,8521
85495,"Enseñanza de gimnasia, deportes y actividades físicas",8541
85496,Enseñanza artística,8542
