CLANAE04 ID,CLANAE04 label,CLANAE10 ID,CLANAE10 label
26960,"Corte, tallado y acabado de la piedra",23960,"Corte, tallado y acabado de la piedra"
26990,Fabricación de productos minerales no metálicos n.c.p.    ,23990,Fabricación de productos minerales no metálicos n.c.p.    
27100,Industrias básicas de hierro y acero,24100,Industrias básicas de hierro y acero
27201,Elaboración de aluminio primario y semielaborados de aluminio,24201,Elaboración de aluminio primario y semielaborados de aluminio
27209,Producción de metales no ferrosos n.c.p. y sus semielaborados,24209,Fabricación de productos primarios de metales preciosos y metales no ferrosos n.c.p. y sus semielaborados
27310,Fundición de hierro y acero,24310,Fundición de hierro y acero
27320,Fundición de metales no ferrosos,24320,Fundición de metales no ferrosos
28110,Fabricación de productos metálicos para uso estructural y montaje estructural,25110,Fabricación de productos metálicos para uso estructural
28120,"Fabricación de tanques, depósitos y recipientes de metal",25120,"Fabricación de tanques, depósitos y recipientes de metal"
28130,Fabricación de generadores de vapor,25130,Fabricación de generadores de vapor
28910,"Forjado, prensado, estampado y laminado de metales; pulvimetalurgia",25910,"Forjado, prensado, estampado y laminado de metales; pulvimetalurgia"
28920,Tratamiento y revestimiento de metales; obras de ingeniería mecánica en general realizadas a cambio de una retribución o por contrata (incluye las actividades de soldadores y torneros),18110,Impresión
28920,Tratamiento y revestimiento de metales; obras de ingeniería mecánica en general realizadas a cambio de una retribución o por contrata (incluye las actividades de soldadores y torneros),25920,Tratamiento y revestimiento de metales y trabajos de metales en general
28930,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",25930,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería"
28991,Fabricación de envases metálicos,25991,Fabricación de envases metálicos
28999,Fabricación de productos metálicos n.c.p.,25999,Fabricación de productos elaborados de metal n.c.p.
28999,Fabricación de productos metálicos n.c.p.,32904,Fabricación de equipo de protección y seguridad; excepto calzado
29110,"Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas",28110,"Fabricación de motores y turbinas; excepto motores para aeronaves, vehículos automotores y motocicletas"
29121,Fabricación de bombas,28120,Fabricación de bombas
29122,Fabricación de compresores; grifos y válvulas,28130,Fabricación de compresores; grifos y válvulas
29130,Fabricación de cojinetes; engranajes; trenes de engranaje y piezas de transmisión,28140,Fabricación de cojinetes; engranajes; trenes de engranaje y piezas de transmisión
29140,Fabricación de hornos; hogares y quemadores,28150,Fabricación de hornos; hogares y quemadores
29150,Fabricación de equipo de elevación y manipulación,28160,Fabricación de maquinaria y equipo de elevación y manipulación
29190,Fabricación de maquinaria y equipo de uso general n.c.p.,28190,Fabricación de maquinaria y equipo de uso general n.c.p.
29190,Fabricación de maquinaria y equipo de uso general n.c.p.,26609,Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p.
29211,Fabricación de tractores,28211,Fabricación de tractores
29212,Fabricación de maquinaria agrícola,28212,Fabricación de maquinaria y equipo de uso agropecuario y forestal
29213,Fabricación de implementos agrícolas,28213,Fabricación de implementos de uso agropecuario y forestal
29220,Fabricación de máquinas herramienta,28190,Fabricación de maquinaria y equipo de uso general n.c.p.
29220,Fabricación de máquinas herramienta,28190,Fabricación de maquinaria y equipo de uso general n.c.p.
29220,Fabricación de máquinas herramienta,27900,Fabricación  de equipo eléctrico n.c.p.
29220,Fabricación de máquinas herramienta,28220,Fabricación de máquinas herramienta
29230,Fabricación de maquinaria metalúrgica,28230,Fabricación de maquinaria metalúrgica
29240,Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción,28240,Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción
29250,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",28250,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco"
29260,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros",28260,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros"
29270,Fabricación de armas y municiones,25200,Fabricación de armas y municiones
29270,Fabricación de armas y municiones,25930,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería"
29270,Fabricación de armas y municiones,30990,Fabricación de equipo de transporte n.c.p.
29290,Fabricación de maquinaria de uso especial n.c.p.,25930,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería"
29290,Fabricación de maquinaria de uso especial n.c.p.,28290,Fabricación de maquinaria y equipo de uso especial n.c.p.
29301,"Fabricación de cocinas, calefones, estufas y calefactores no eléctricos",27501,"Fabricación de cocinas, calefones, estufas y calefactores"
29302,"Fabricación de heladeras, ""freezers"", lavarropas y secarropas",27502,"Fabricación de heladeras, ""freezers"", lavarropas y secarropas"
29309,Fabricación de aparatos de uso doméstico n.c.p.,27509,Fabricación de aparatos de uso doméstico n.c.p.
29309,Fabricación de aparatos de uso doméstico n.c.p.,28190,Fabricación de maquinaria y equipo de uso general n.c.p.
30000,"Fabricación de maquinaria de oficina, contabilidad e informática",26200,Fabricación de equipos y productos informáticos
30000,"Fabricación de maquinaria de oficina, contabilidad e informática",28170,"Fabricación de maquinaria y equipo de oficina, excepto equipo informático"
31100,"Fabricación de motores, generadores y transformadores eléctricos",26100,Fabricación componentes electrónicos 
31100,"Fabricación de motores, generadores y transformadores eléctricos",27101,"Fabricación de motores, generadores y transformadores eléctricos"
31100,"Fabricación de motores, generadores y transformadores eléctricos",27900,Fabricación  de equipo eléctrico n.c.p.
31200,Fabricación de aparatos de distribución y control de la energía eléctrica,27102,Fabricación de aparatos de distribución y control de la energía eléctrica
31301,Fabricación de cables de fibra óptica,27311,Fabricación de cables de fibra óptica
31309,Fabricación de hilos y cables aislados n.c.p.,26100,Fabricación componentes electrónicos 
31309,Fabricación de hilos y cables aislados n.c.p.,27319,Fabricación de hilos y cables aislados n.c.p.
31309,Fabricación de hilos y cables aislados n.c.p.,27900,Fabricación  de equipo eléctrico n.c.p.
31400,"Fabricación de acumuladores, pilas y baterías primarias",27200,"Fabricación de acumuladores, pilas y baterías primarias"
31500,Fabricación de lámparas eléctricas y equipo de iluminación,27400,Fabricación de lámparas eléctricas y equipo de iluminación
31500,Fabricación de lámparas eléctricas y equipo de iluminación,27900,Fabricación  de equipo eléctrico n.c.p.
31900,Fabricación  de equipo eléctrico n.c.p.,26510,"Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar, control  de procesos industriales y otros fines"
31900,Fabricación  de equipo eléctrico n.c.p.,26300,Fabricación de equipos de comunicaciones y transmisores de radio y televisión
31900,Fabricación  de equipo eléctrico n.c.p.,27400,Fabricación de lámparas eléctricas y equipo de iluminación
31900,Fabricación  de equipo eléctrico n.c.p.,27900,Fabricación  de equipo eléctrico n.c.p.
32100,"Fabricación de tubos, válvulas  y otros  componentes electrónicos ",26100,Fabricación componentes electrónicos 
32100,"Fabricación de tubos, válvulas  y otros  componentes electrónicos ",27900,Fabricación  de equipo eléctrico n.c.p.
32200,Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía con hilos (equipos de comunicación),26300,Fabricación de equipos de comunicaciones y transmisores de radio y televisión
32200,Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía con hilos (equipos de comunicación),26510,"Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar, control  de procesos industriales y otros fines"
32200,Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía con hilos (equipos de comunicación),95120,Reparación y mantenimiento de equipos de telefonía y comunicación
32300,"Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos",26100,Fabricación componentes electrónicos 
32300,"Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos",26400,"Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos"
33111,Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos,26601,Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos principalmente electrónicos y/o eléctricos
33119,Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p.,26609,Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p.
33119,Fabricación de equipo médico y quirúrgico y de aparatos ortopédicos n.c.p.,32904,Fabricación de equipo de protección y seguridad; excepto calzado
33121,"Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar, control  de procesos industriales y otros fines, principalmente electrónicos y/o eléctricos",26510,"Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar, control  de procesos industriales y otros fines"
33129,"Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar, control  de procesos industriales y otros fines n.c.p.",26510,"Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar, control  de procesos industriales y otros fines"
33129,"Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar, control  de procesos industriales y otros fines n.c.p.",26700,Fabricación de instrumentos de óptica y equipo fotográfico
33129,"Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar, control  de procesos industriales y otros fines n.c.p.",28190,Fabricación de maquinaria y equipo de uso general n.c.p.
33200,Fabricación de instrumentos de óptica y equipo fotográfico,27311,Fabricación de cables de fibra óptica
33200,Fabricación de instrumentos de óptica y equipo fotográfico,26700,Fabricación de instrumentos de óptica y equipo fotográfico
33300,Fabricación de relojes,26520,Fabricación de relojes
33300,Fabricación de relojes,32101,"Fabricación de joyas finas, artículos de orfebrería y artículos conexos"
33300,Fabricación de relojes,32102,Fabricación de bijouterie
33400,Fabricación de soportes y medios ópticos y magnéticos ,26800,Fabricación de soportes ópticos y magnéticos 
34100,Fabricación de vehículos automotores,29100,Fabricación de vehículos automotores
34200,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,29200,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques
34301,Rectificación de motores,29301,Rectificación de motores
34309,Fabricación de partes; piezas y accesorios para vehículos automotores y sus motores n.c.p.,29309,"Fabricación de partes, piezas y accesorios, para vehículos automotores y sus motores n.c.p."
35110,Construcción y reparación de buques,30110,Construcción y reparación de buques
35120,Construcción de embarcaciones de recreo y deporte,30120,Construcción y reparación de embarcaciones de recreo y deporte
35200,Fabricación y reparación de locomotoras y de material rodante para ferrocarriles y tranvías,30200,Fabricación y reparación de locomotoras y de material rodante para transporte ferroviario
35300,Fabricación y reparación de aeronaves ,30300,Fabricación y reparación de aeronaves 
35910,Fabricación de motocicletas,30910,Fabricación de motocicletas
35920,Fabricación de bicicletas y de sillones de ruedas ortopédicos,30920,Fabricación de bicicletas y de sillones de ruedas ortopédicos
35990,Fabricación de equipo de transporte n.c.p.,28160,Fabricación de maquinaria y equipo de elevación y manipulación
35990,Fabricación de equipo de transporte n.c.p.,30990,Fabricación de equipo de transporte n.c.p.
36101,"Fabricación de muebles y partes de muebles, principalmente de madera",31001,"Fabricación de muebles y partes de muebles, principalmente de madera"
36102,"Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera",29309,"Fabricación de partes, piezas y accesorios, para vehículos automotores y sus motores n.c.p."
36102,"Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera",30110,Construcción y reparación de buques
36102,"Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera",30120,Construcción y reparación de embarcaciones de recreo y deporte
36102,"Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera",30200,Fabricación y reparación de locomotoras y de material rodante para transporte ferroviario
36102,"Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera",30300,Fabricación y reparación de aeronaves 
36102,"Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera",31002,"Fabricación de muebles y partes de muebles, excepto los que son principalmente de madera"
36103,Fabricación de somieres y colchones,31003,Fabricación de somieres y colchones
36911,Fabricación de joyas finas y artículos conexos,32101,"Fabricación de joyas finas, artículos de orfebrería y artículos conexos"
36912,Fabricación de bijouterie,32102,Fabricación de bijouterie
36920,Fabricación de instrumentos de música,32200,Fabricación de instrumentos de música
36930,Fabricación de artículos de deporte,32300,Fabricación de artículos de deporte
36940,Fabricación de juegos y juguetes,26400,"Fabricación de receptores de radio y televisión, aparatos de grabación y reproducción de sonido y video, y productos conexos"
36940,Fabricación de juegos y juguetes,32400,Fabricación de juegos y juguetes
36991,"Fabricación de lápices, lapiceras,  bolígrafos, sellos y artículos similares para oficinas y artistas",32901,"Fabricación de lápices, lapiceras, bolígrafos, sellos y artículos similares para oficinas y artistas"
36992,Fabricación de cepillos y pinceles ,32902,"Fabricación de escobas, cepillos y pinceles "
36993,"Fabricación de carteles, señales e indicadores ",32903,"Fabricación de carteles, señales e indicadores eléctricos o no"
36999,Industrias manufactureras n.c.p.,20290,Fabricación de productos químicos n.c.p.
36999,Industrias manufactureras n.c.p.,22190,Fabricación de productos de caucho n.c.p.
36999,Industrias manufactureras n.c.p.,22209,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles"
36999,Industrias manufactureras n.c.p.,28290,Fabricación de maquinaria y equipo de uso especial n.c.p.
36999,Industrias manufactureras n.c.p.,30920,Fabricación de bicicletas y de sillones de ruedas ortopédicos
36999,Industrias manufactureras n.c.p.,32904,Fabricación de equipo de protección y seguridad; excepto calzado
36999,Industrias manufactureras n.c.p.,32909,Industrias manufactureras n.c.p.
37100,Reciclamiento de desperdicios y desechos metálicos,38201,Recuperación de materiales y desechos metálicos
37200,Reciclamiento de desperdicios y desechos no metálicos,38202,Recuperación de materiales y desechos no metálicos
38100,"Reparación y mantenimiento de instrumentos médicos, ópticos y de precisión; equipo fotográfico, aparatos para medir, ensayar o navegar; relojes excepto para uso personal o doméstico",33130,"Reparación y mantenimiento de instrumentos médicos, ópticos y de precisión; equipo fotográfico, aparatos para medir, ensayar o navegar; relojes excepto para uso personal o doméstico"
38210,Reparación y mantenimiento de maquinaria de oficina y de contabilidad e informática,95110,Reparación y mantenimiento de equipos informáticos
38210,Reparación y mantenimiento de maquinaria de oficina y de contabilidad e informática,33121,Reparación y mantenimiento de maquinaria de uso general
38220,Reparación y mantenimiento de maquinaria de uso general,33121,Reparación y mantenimiento de maquinaria de uso general
38231,Reparación y mantenimiento de maquinaria agropecuaria autopropulsada,33122,Reparación y mantenimiento de maquinaria y equipo de uso agropecuario y forestal
38239,Reparación y mantenimiento de maquinaria de uso especial n.c.p.,33129,Reparación y mantenimiento de maquinaria de uso especial n.c.p
38300,"Reparación y mantenimiento de equipos y aparatos de radio, televisión y comunicaciones excepto para uso personal o doméstico",95120,Reparación y mantenimiento de equipos de telefonía y comunicación
38500,Reparación y mantenimiento de maquinaria y aparatos eléctricos n.c.p.,33140,Reparación y mantenimiento de maquinaria y aparatos eléctricos
38600,"Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo",33110,"Reparación y mantenimiento de productos de metal, excepto maquinaria y equipo"
38700,Instalación de maquinaria y equipos industriales,33200,Instalación de maquinaria y equipos industriales
38900,Reparación y mantenimiento n.c.p.,33190,Reparación y mantenimiento de maquinaria y equipo n.c.p.
40111,Generación de energía térmica convencional,35111,Generación de energía térmica convencional
40112,Generación de energía térmica nuclear,35112,Generación de energía térmica nuclear
40113,Generación de energía hidráulica,35113,Generación de energía hidráulica
40119,Generación de energía n.c.p.,35119,Generación de energía n.c.p.
40120,Transporte de energía eléctrica,35120,Transporte de energía eléctrica
40130,Distribución de energía eléctrica,35132,Distribución de energía eléctrica
40200,Fabricación de gas y distribución de combustibles gaseosos por tuberías,35201,Fabricación de gas y procesamiento de gas natural
40200,Fabricación de gas y distribución de combustibles gaseosos por tuberías,35202,Distribución de combustibles gaseosos por tuberías
40300,Suministro de vapor y agua caliente,35300,Suministro de vapor y aire acondicionado
41001,"Captación, depuración y distribución de agua de fuentes subterráneas",36001,"Captación, depuración y distribución de agua de fuentes subterráneas"
41002,"Captación, depuración y distribución de agua de fuentes superficiales",36002,"Captación, depuración y distribución de agua de fuentes superficiales"
45110,Demolición y voladura de edificios y de sus partes ,43110,Demolición y voladura de edificios y de sus partes 
45120,"Perforación y sondeo, excepto: perforación de pozos de petróleo, de gas, de minas e hidráulicos y prospección de yacimientos de petróleo",43122,"Perforación y sondeo, excepto: perforación de pozos de petróleo, de gas, de minas e hidráulicos  y prospección de yacimientos de petróleo"
45190,Movimiento de suelos y preparación de terrenos para obras n.c.p.,43121,Movimiento de suelos y preparación de terrenos para obras
45210,"Construcción, reforma y reparación de edificios residenciales",41001,"Construcción, reforma y reparación de edificios residenciales"
45220,"Construcción, reforma y reparación de edificios no residenciales",41002,"Construcción, reforma y reparación de edificios no residenciales"
45231,"Construcción, reforma y reparación de obras hidráulicas",42901,"Construcción, reforma y reparación de obras hidráulicas"
45239,"Construcción, reforma y reparación de obras de infraestructura de transporte n.c.p. excepto los edificios para tráfico y comunicaciones, estaciones, terminales y edificios asociados  ",42100,"Construcción, reforma y reparación de obras de infraestructura para el transporte"
45240,"Construcción, reforma y reparación de redes de electricidad, de gas, de agua, de telecomunicaciones y de otros servicios ",42220,"Construcción, reforma y reparación de redes de distribución de electricidad, gas, agua, telecomunicaciones y de otros servicios públicos "
45251,Perforación de pozos de agua ,42210,Perforación de pozos de agua 
45252,"Actividades de hincado de pilotes, cimentación y otros trabajos de hormigón armado",43991,"Hincado de pilotes, cimentación y otros trabajos de hormigón armado"
45259,Actividades especializadas de construcción n.c.p.,42909,Construcción de obras de ingeniería civil n.c.p.
45259,Actividades especializadas de construcción n.c.p.,43999,Actividades especializadas de construcción n.c.p.
45290,Obras de ingeniería civil n.c.p.,42909,Construcción de obras de ingeniería civil n.c.p.
45311,"Instalación de ascensores, montacargas y  escaleras mecánicas",43291,"Instalación de ascensores, montacargas y escaleras mecánicas"
45312,"Instalación de sistemas de iluminación, control y señalización eléctrica para el transporte ",43211,"Instalación de sistemas de iluminación, control y señalización eléctrica para el transporte "
45319,Ejecución y mantenimiento de instalaciones eléctricas y electrónicas n.c.p.,43219,"Instalación, ejecución y mantenimiento de instalaciones eléctricas, electromecánicas y electrónicas n.c.p."
45320,"Aislamiento térmico, acústico, hídrico y antivibratorio",43292,"Aislamiento térmico, acústico, hídrico y antivibratorio"
45330,"Instalaciones de gas, agua, sanitarios y de climatización, con sus artefactos conexos",43220,"Instalaciones de gas, agua, sanitarios y de climatización, con sus artefactos conexos"
45390,Instalaciones para edificios y obras de ingeniería civil n.c.p.,43299,Instalaciones para edificios y obras de ingeniería civil n.c.p.
45410,"Instalaciones de carpintería, herrería de obra y artística",43301,"Instalaciones de carpintería, herrería de obra y artística"
45420,Terminación y revestimiento de paredes y pisos,43302,Terminación y revestimiento de paredes y pisos
45430,Colocación de cristales en obra,43303,Colocación de cristales en obra
45440,Pintura y trabajos de decoración,43304,Pintura y trabajos de decoración
45490,Terminación de edificios y obras de ingeniería civil n.c.p.,43309,Terminación de edificios n.c.p.
45490,Terminación de edificios y obras de ingeniería civil n.c.p.,43999,Actividades especializadas de construcción n.c.p.
45500,Alquiler de equipo de construcción o demolición dotado de operarios,43121,Movimiento de suelos y preparación de terrenos para obras
45500,Alquiler de equipo de construcción o demolición dotado de operarios,43910,Alquiler de equipo de construcción o demolición dotado de operarios
50111,"Venta de autos, camionetas y utilitarios, nuevos",45111,"Venta de autos, camionetas y utilitarios nuevos"
50119,"Venta de vehículos automotores, nuevos n.c.p.",45119,Venta de vehículos automotores nuevos n.c.p.
50121,"Venta de autos, camionetas y utilitarios usados",45121,"Venta de autos, camionetas y utilitarios usados"
50129,Venta de vehículos automotores usados n.c.p.,45129,Venta de vehículos automotores usados n.c.p.
50210,Lavado automático y manual,45210,Lavado automático y manual de vehículos automotores
50221,Reparación de cámaras y cubiertas,45221,Reparación de cámaras y cubiertas
50222,"Reparación de amortiguadores, alineación de dirección y balanceo de ruedas",45222,"Reparación de amortiguadores, alineación de dirección y balanceo de ruedas"
50230,"Instalación y reparación de parabrisas, lunetas y ventanillas,  alarmas, cerraduras, radios, sistemas de climatización automotor y grabado de cristales",45230,"Instalación y reparación de parabrisas, lunetas y ventanillas, cerraduras no eléctricas, y grabado de cristales"
50230,"Instalación y reparación de parabrisas, lunetas y ventanillas,  alarmas, cerraduras, radios, sistemas de climatización automotor y grabado de cristales",45240,"Reparaciones eléctricas, del tablero e instrumental; reparación y recarga de baterías; instalación de alarmas, radios, sistemas de climatización"
50240,Tapizado y retapizado ,45250,Tapizado y retapizado de automotores
50250,"Reparaciones eléctricas, del tablero e instrumental; reparación y recarga de baterías",45240,"Reparaciones eléctricas, del tablero e instrumental; reparación y recarga de baterías; instalación de alarmas, radios, sistemas de climatización"
50260,Reparación y pintura de carrocerías; colocación y reparación de guardabarros y protecciones exteriores,45260,Reparación y pintura de carrocerías; colocación y reparación de guardabarros y protecciones exteriores
50291,Instalación y reparación de caños de escape y radiadores,45270,Instalación y reparación de caños de escape y radiadores
50292,Mantenimiento y reparación de frenos y embragues,45280,Mantenimiento y reparación de frenos y embragues
50299,Mantenimiento y reparación del motor n.c.p.; mecánica integral ,45291,Instalación y reparación de equipos de G.N.C. 
50299,Mantenimiento y reparación del motor n.c.p.; mecánica integral ,45299,Mantenimiento y reparación del motor n.c.p.; mecánica integral 
50299,Mantenimiento y reparación del motor n.c.p.; mecánica integral ,52419,Servicios complementarios para el transporte terrestre n.c.p.
50310,"Venta al por mayor de partes, piezas y accesorios de vehículos automotores",45310,"Venta al por mayor de partes, piezas y accesorios de vehículos automotores"
50321,Venta al por menor de cámaras y cubiertas,45321,Venta al por menor de cámaras y cubiertas
50322,Venta al por menor de baterías,45322,Venta al por menor de baterías
50329,"Venta al por menor de partes, piezas y accesorios excepto cámaras y cubiertas y baterías",45329,"Venta al por menor de partes, piezas y accesorios n.c.p."
50401,"Venta de motocicletas y de sus partes, piezas y accesorios",45401,"Venta de motocicletas y de sus partes, piezas y accesorios"
50402,Mantenimiento y reparación de motocicletas,45402,Mantenimiento y reparación de motocicletas
50500,Venta al por menor de combustible para vehículos automotores y motocicletas,47300,Venta al por menor de combustible para vehículos automotores y motocicletas 
51111,Venta al por mayor en comisión o consignación de productos agrícolas ,46101,Venta al por mayor en comisión o consignación de productos agrícolas 
51112,Venta al por mayor en comisión o consignación de productos pecuarios,46102,Venta al por mayor en comisión o consignación de productos pecuarios
51191,"Venta al por mayor en comisión o consignación de alimentos, bebidas y tabaco",46103,"Venta al por mayor en comisión o consignación de alimentos, bebidas y tabaco"
51192,"Venta al por mayor en comisión o consignación de energía eléctrica, gas y combustibles ",35131,Comercio mayorista de energía eléctrica
51192,"Venta al por mayor en comisión o consignación de energía eléctrica, gas y combustibles ",35131,Comercio mayorista de energía eléctrica
51192,"Venta al por mayor en comisión o consignación de energía eléctrica, gas y combustibles ",35202,Distribución de combustibles gaseosos por tuberías
51192,"Venta al por mayor en comisión o consignación de energía eléctrica, gas y combustibles ",46104,Venta al por mayor en comisión o consignación de combustibles 
51199,Venta al por mayor en comisión o consignación de  mercaderías n.c.p.,46109,Venta al por mayor en comisión o consignación de  mercaderías n.c.p.
51211,Acopio de algodón,46211,Acopio de algodón
51212,Venta al por mayor de semillas y granos para forrajes - forrajerías,46212,Venta al por mayor de semillas y granos para forrajes
51213,"Acopio y acondicionamiento de cereales y de semillas, excepto de algodón y para forrajes",46213,"Acopio y acondicionamiento de cereales y de semillas, excepto de algodón y semillas y granos para forrajes"
51216,Venta al por mayor de materias primas agrícolas y de la silvicultura n.c.p.,46219,Venta al por mayor de materias primas agrícolas y de la silvicultura n.c.p.
51218,Venta al por mayor de materias primas pecuarias incluso animales vivos,46220,Venta al por mayor de materias primas pecuarias incluso animales vivos
51221,"Venta al por mayor de fiambres, quesos y productos lácteos",46311,"Venta al por mayor de fiambres, quesos y productos lácteos"
51222,"Venta al por mayor de carnes rojas, menudencias y chacinados frescos; productos de granja y de la caza",46312,"Venta al por mayor de carnes rojas, menudencias y chacinados frescos; productos de granja y de la caza"
51223,Venta al por mayor de pescado,46313,Venta al por mayor de pescado
51224,"Venta al por mayor y empaque de frutas, de legumbres y hortalizas frescas",46314,"Venta al por mayor y empaque de frutas, de legumbres y hortalizas frescas"
51225,"Venta al por mayor de pan, productos de confitería y pastas frescas; Venta al por mayor de aceites, azúcar, café, té, yerba mate y otras infusiones y especias y condimentos",46315,"Venta al por mayor de pan, productos de confitería, pastas frescas, aceites, azúcar, café, té, yerba mate y otras infusiones, especias y condimentos"
51226,"Venta al por mayor de chocolates, golosinas y productos para kioscos y polirrubros n.c.p., excepto cigarrillos",46316,"Venta al por mayor de chocolates, golosinas y productos para kioscos y polirrubros n.c.p., excepto cigarrillos"
51227,Venta al por mayor de alimentos balanceados para animales,46317,Venta al por mayor de alimentos balanceados para animales
51228,Venta al por mayor en supermercados mayoristas de alimentos,46318,Venta al por mayor en supermercados mayoristas de alimentos
51229,Venta al por mayor de productos alimenticios n.c.p.,46319,Venta al por mayor de productos alimenticios n.c.p.
51231,Venta al por mayor de bebidas alcohólicas,46321,Venta al por mayor de bebidas alcohólicas
51232,Venta al por mayor de bebidas no alcohólicas,46322,Venta al por mayor de bebidas no alcohólicas
51240,Venta al por mayor de cigarrillos y productos de tabaco,46330,Venta al por mayor de cigarrillos y productos de tabaco
51311,Venta al por mayor de productos textiles excepto prendas y accesorios de vestir,46411,"Venta al por mayor de productos textiles, excepto prendas y accesorios de vestir"
51312,Venta al por mayor de prendas y accesorios de vestir,46412,"Venta al por mayor de prendas y accesorios de vestir, excepto uniformes y ropa de trabajo"
51313,Venta al por mayor de calzado excepto el ortopédico,46413,"Venta al por mayor de calzado, excepto el ortopédico"
51314,"Venta al por mayor de artículos de cueros, pieles, marroquinería y talabartería,  paraguas y similares ",46414,"Venta al por mayor de artículos de cueros, pieles, marroquinería, talabartería,  paraguas y similares "
51315,"Venta al por mayor de uniformes, ropa trabajo e indumentaria de seguridad",46415,Venta al por mayor de uniformes y ropa trabajo
51315,"Venta al por mayor de uniformes, ropa trabajo e indumentaria de seguridad",46909,Venta al por mayor de mercancías n.c.p.
51321,"Venta al por mayor de libros, revistas y diarios",46421,"Venta al por mayor de libros, revistas, diarios y otras publicaciones"
51322,"Venta al por mayor de papel, cartón, materiales de embalaje y artículos de librería",46422,"Venta al por mayor de papel, cartón, materiales de embalaje y artículos de librería"
51331,Venta al por mayor de productos farmacéuticos ,46431,Venta al por mayor de productos farmacéuticos 
51332,"Venta al por mayor de productos cosméticos, de tocador y de perfumería",46432,"Venta al por mayor de productos cosméticos, de tocador y de perfumería"
51333,Venta al por mayor de instrumental médico y odontológico y artículos ortopédicos,46433,Venta al por mayor de instrumental médico y odontológico y artículos ortopédicos
51334,Venta al por mayor de productos veterinarios,46434,Venta al por mayor de productos veterinarios
51341,Venta al por mayor de artículos de óptica y de fotografía,46441,Venta al por mayor de artículos de óptica y de fotografía
51342,"Venta al por mayor de artículos de relojería, joyería y fantasías",46442,"Venta al por mayor de artículos de relojería, joyería y fantasías"
51351,Venta al por mayor de muebles excepto de oficina; artículos de mimbre y corcho; colchones y somieres,46461,Venta al por mayor de muebles excepto de oficina; artículos de mimbre y corcho; colchones y somieres
51352,Venta al por mayor de artículos de iluminación ,46462,Venta al por mayor de artículos de iluminación 
51353,Venta al por mayor de artículos de bazar y menaje,46463,Venta al por mayor de artículos de bazar y menaje
51354,"Venta al por mayor de artefactos para el hogar, eléctricos, a gas, kerosene u otros combustibles",46450,"Venta al por mayor de electrodomésticos, artefactos para el hogar y equipos de audio y video"
51355,"Venta al por mayor de instrumentos musicales, equipos de sonido, casetes de audio y video, y discos de audio y video",46450,"Venta al por mayor de electrodomésticos, artefactos para el hogar y equipos de audio y video"
51355,"Venta al por mayor de instrumentos musicales, equipos de sonido, casetes de audio y video, y discos de audio y video",46491,Venta al por mayor de CD's y DVD's de audio y video grabados
